ssthresh,bytesInFlight,cWndAtTheEnd,TimeSpentInRecovery
2000,0,2000,0.093183
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,2000,1000,0.835712
2000,0,2000,0.045374
2000,1000,2000,0.160444
2000,0,2000,0.032488
2000,0,2000,0.019679
2000,1000,2000,0.162161
5000,10000,5000,0.426288
2000,1000,1000,0.835648
2000,0,2000,0.026482
2000,1000,2000,0.208864
5500,11000,3000,0.626848
2000,1000,1000,0.626720
2000,0,2000,2.637960
2000,0,2000,0.211976
2000,2000,3000,0.423412
2000,0,2000,0.078836
2000,1000,1000,0.913763
2000,0,2000,0.039663
2000,0,2000,0.103361
2000,2000,3000,0.208864
2000,2000,3000,0.208864
2000,2000,2000,0.426224
2000,0,2000,0.022414
2000,2000,3000,0.208864
2000,0,2000,0.143559
2000,1000,2000,0.279827
2000,0,2000,0.090631
2000,1000,2000,0.491942
5000,10000,6000,0.217232
2000,2000,3000,0.208864
2000,2000,3000,0.208864
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,0,2000,0.098107
2000,1000,2000,0.230947
2000,1000,2000,0.163420
2000,0,2000,0.056122
2000,2000,3000,0.225728
2000,2000,3000,0.208864
2000,0,2000,0.026256
2000,1000,2000,0.208864
2000,1000,2000,0.303538
2000,0,2000,0.057978
2000,0,2000,0.066852
2000,0,2000,0.027531
2000,1000,2000,0.913005
2000,0,2000,0.101090
2000,1000,2000,0.240697
2000,0,2000,0.092732
2000,2000,3000,0.208864
2000,1000,2000,0.208864
2000,0,2000,0.086052
2000,1000,2000,0.208864
2000,2000,2000,0.609792
2000,1000,2000,0.305751
8500,17000,9000,0.242528
2000,1000,2000,0.088083
2000,1000,2000,0.184107
2000,0,2000,0.112675
2000,1000,2000,0.198866
2000,0,2000,0.058678
2000,1000,2000,0.208864
2000,1000,2000,0.208864
2000,1000,2000,0.943525
2000,2000,2000,0.856302
2000,1000,2000,0.208864
2000,2000,2000,0.429310
2000,2000,3000,0.257118
2000,2000,3000,0.208864
2000,0,2000,0.038185
2000,0,2000,0.046617
2000,1000,2000,0.155176
2000,1000,1000,0.409360
2000,0,2000,0.097883
2000,1000,2000,0.208864
2000,0,2000,0.208864
2000,2000,1000,0.720178
2000,1000,2000,0.208864
2000,2000,3000,0.208864
2000,2000,3000,0.217296
2000,1000,2000,0.687426
2000,2000,3000,0.286282
2000,1000,2000,0.208864
2000,1000,2000,0.509117
2000,0,2000,0.039282
2000,0,2000,0.029947
2000,2000,3000,0.208864
